Container length (in m) = 100
Container width (in m) = 200
Container depth (in m) = 400
Total number of bodies = 1000
Body radius (in m) = 0.5
Body mass (in Kg) = 1
Time step for running simulation (dt) (in secs) = 0.01
Initial coordinates =
88.264194 60.589523 163.311604 
90.082797 25.765793 200.017721 
110.211207 43.885919 206.905316 
138.276862 28.299521 259.022513 
86.048663 40.237346 234.628533 
103.638494 42.276989 208.692057 
123.837745 57.988329 204.039111 
82.017976 59.187679 188.389573 
99.636058 45.218154 248.340359 
92.777213 45.735632 192.735605 
95.500149 45.824740 232.157539 
104.242568 46.451847 210.906682 
61.634932 81.969931 158.356807 
72.037957 29.228333 161.578029 
97.929617 46.468540 204.777815 
50.691373 53.622036 202.944259 
83.762975 32.547299 187.220584 
69.738597 71.763865 191.002548 
118.922525 61.827372 198.727748 
103.733086 52.371718 242.757185 
66.381892 34.940454 210.215689 
88.758896 37.055444 188.974266 
110.104999 46.350332 187.758522 
96.745596 44.520274 235.406814 
93.922137 38.130969 200.409263 
98.711904 55.567470 233.489777 
81.920464 46.516162 195.403006 
71.116824 44.665074 196.948439 
109.310346 51.978164 195.971694 
108.648455 47.288766 200.582366 
91.966886 46.756936 192.598584 
89.670850 46.381978 206.121228 
113.107684 51.515638 189.368839 
98.510227 41.235231 206.156798 
112.211543 36.150435 210.977689 
85.335411 53.751138 187.015830 
115.541334 47.160158 208.905284 
64.506900 27.574905 185.209458 
91.252809 44.434686 188.486917 
87.291839 41.975578 161.902529 
103.555339 44.693183 194.292468 
78.000541 45.233107 146.142437 
104.212422 42.566533 153.675993 
121.171250 58.023821 217.879318 
99.254206 49.303260 180.241655 
100.875392 52.476090 231.966709 
111.735668 56.978403 137.346335 
105.885436 31.897909 227.766975 
91.915556 76.724014 215.699790 
100.516036 43.425389 219.281573 
91.050113 61.615623 204.840893 
103.437396 44.474319 205.254021 
95.206358 80.141435 216.873132 
73.087061 41.698888 187.487669 
88.322050 22.144017 170.355271 
70.761232 65.860187 216.085189 
109.450939 37.345256 243.902819 
74.356526 70.525313 168.632083 
96.131726 33.591890 196.462221 
113.351670 42.793884 218.100019 
88.161556 64.904137 155.318613 
92.050739 55.952669 169.770474 
81.510292 32.976873 211.780434 
97.529663 45.495462 195.020004 
66.663906 45.724032 208.818207 
118.377664 62.098492 197.131635 
89.884115 31.953141 205.930176 
130.986955 57.184993 155.957378 
72.265230 53.426896 200.260422 
129.929174 20.608519 285.918709 
104.548659 49.234291 212.459187 
89.832668 50.239340 198.324346 
123.719965 44.219788 234.327508 
96.646130 50.370705 210.780517 
91.183954 65.711527 236.383251 
95.422815 62.051984 239.653775 
132.730842 70.305899 207.528987 
107.856465 46.506005 200.487184 
94.675437 48.753278 212.663443 
117.066403 63.625596 169.249294 
109.888821 53.281009 195.061465 
105.577278 48.111430 146.566051 
72.994683 34.448954 185.349358 
110.123890 62.356463 240.537366 
105.360569 48.237245 161.043627 
89.010715 54.938426 221.418262 
93.250225 51.824870 200.720081 
101.853842 55.196569 189.160110 
77.558817 91.497329 194.531536 
66.409652 60.339176 209.694066 
71.362221 49.400035 215.394541 
99.121741 53.582571 211.675273 
102.131998 56.636657 195.226925 
100.627788 45.632109 246.924423 
107.834004 66.002347 177.056977 
93.804184 58.960489 207.798180 
120.676519 49.086414 176.195127 
103.665687 48.978737 205.153544 
143.817984 50.671993 252.536440 
96.591340 56.184589 201.331709 
102.137556 41.537769 223.683707 
81.947074 47.535206 218.170517 
133.308143 74.814843 200.633132 
98.001236 44.754482 193.954502 
92.546397 46.863181 191.698011 
95.567351 63.397482 180.486924 
94.915758 54.382136 214.757478 
94.817218 57.884146 190.931804 
112.050593 51.905985 217.130251 
103.222084 56.031516 212.161231 
80.450403 58.313909 242.147509 
104.535533 46.486977 209.721026 
103.799152 42.399734 196.836034 
80.451568 30.609101 189.077316 
107.378007 40.636644 195.214094 
104.768543 27.197095 187.917772 
93.439937 33.806033 227.665508 
102.156618 54.801188 210.077399 
57.711398 75.213913 198.150591 
55.347684 33.811916 201.489897 
96.101224 27.591503 243.912174 
62.058017 21.813798 209.837201 
97.149053 42.466092 218.123965 
98.972660 30.573933 215.840360 
95.902614 64.474614 179.898831 
85.886777 53.996368 242.509198 
48.469905 6.786580 153.062870 
76.126503 80.416399 198.378182 
129.977926 40.954927 177.846724 
108.340098 41.838050 187.720015 
107.506517 54.234838 188.783042 
110.325059 48.651158 208.749234 
121.613003 74.108750 228.988422 
131.312582 55.778086 254.579548 
112.556016 48.657966 216.071574 
79.470807 79.663687 189.212751 
112.858391 36.905415 210.648573 
92.522529 38.819259 179.259175 
72.224790 48.397829 211.021252 
71.595862 22.982770 141.542827 
76.637046 12.486654 159.104814 
110.601136 35.707721 160.425241 
106.238062 60.431026 123.653023 
120.457731 34.331973 155.364673 
88.092570 60.761589 195.355387 
108.119948 37.223056 179.631067 
71.004466 48.009675 194.190998 
133.110777 81.561537 247.392434 
80.960031 37.859212 197.476354 
103.423328 50.715766 228.530802 
118.046980 56.157701 212.363771 
84.282851 51.031102 202.503245 
151.043362 76.758070 204.578016 
99.863201 44.304287 188.635612 
109.341678 53.311785 204.500516 
111.162441 46.698711 207.477266 
98.908982 53.075106 204.856901 
74.577870 40.432626 214.965829 
104.904782 48.763465 214.974996 
103.884677 40.137314 203.443461 
89.954283 71.213055 176.897450 
160.163585 54.191942 210.181230 
103.355083 49.137285 216.384543 
106.341784 48.152100 189.692716 
101.481109 69.428140 254.319817 
116.301893 43.355561 172.416232 
108.183471 41.958201 272.527640 
48.456511 71.335393 213.472903 
100.045354 58.459665 190.656333 
74.506708 31.423264 231.243877 
102.232113 41.553668 198.718901 
139.617374 91.085877 225.220978 
102.034620 50.142472 204.396941 
102.731881 50.682053 235.162048 
104.514092 41.161889 198.289145 
100.001727 49.984870 224.362688 
93.114349 57.994819 189.983590 
138.084325 55.760364 215.512474 
97.515480 48.541667 222.325677 
122.487977 63.059871 214.681190 
70.935131 59.411590 179.892421 
45.665938 56.863004 255.801850 
161.860295 62.013144 204.035767 
61.281863 12.795947 157.959737 
103.488478 51.657157 208.281043 
72.195273 49.120843 179.014977 
96.240173 48.594605 204.441273 
97.046838 48.872442 258.816236 
37.530078 34.079719 146.596287 
93.246296 50.190986 211.574219 
87.281383 50.554986 194.799473 
94.432241 61.230422 202.222577 
96.590105 59.752668 224.515533 
117.349126 74.276642 188.024115 
107.213911 43.806453 220.220527 
108.065863 49.787919 171.943508 
115.665682 82.876361 178.075274 
114.775911 47.640150 214.319779 
81.761324 42.586244 216.896426 
103.931082 70.448412 185.362656 
101.148735 73.694296 197.607935 
93.290857 47.029050 196.358278 
108.020083 49.118192 195.858574 
98.421495 45.176249 217.886625 
86.804842 56.705298 175.875686 
95.438843 34.156921 192.264185 
next step
99.891119 53.208992 199.580434 
91.259715 49.977972 186.833379 
104.323036 92.943137 266.769247 
56.680062 38.174635 188.197365 
119.655271 42.417307 188.631136 
107.145769 49.694037 226.080911 
111.721380 87.031699 177.729970 
82.604635 62.307918 177.224768 
116.229608 40.892590 224.659755 
90.804681 59.141639 221.970865 
166.635544 70.181878 196.323327 
107.551575 54.128805 213.065880 
87.204686 50.194224 176.934783 
86.482217 41.365717 200.644578 
93.190454 58.530577 212.435867 
107.217403 53.161142 248.194088 
90.299903 45.719294 242.778558 
109.346746 33.278581 230.238480 
79.103820 60.288444 221.999270 
107.664345 75.989939 198.483170 
149.873987 71.174005 211.726406 
131.368226 30.480861 189.592578 
137.020389 46.627831 233.733611 
93.254827 50.420373 205.549053 
101.179711 50.094300 206.627546 
100.177215 44.847310 211.624923 
104.362012 46.448773 193.605349 
111.288910 23.558174 193.039277 
97.328327 42.147714 213.691280 
124.953542 48.636359 197.356851 
119.902485 58.385025 206.123020 
100.484941 49.033191 214.725130 
118.875072 49.457386 267.843034 
126.844135 51.389941 73.700512 
131.348788 31.713418 179.193023 
136.248061 53.284118 155.874608 
103.303549 40.010837 224.744590 
99.742690 51.002408 213.371780 
102.425193 42.463772 204.588722 
79.412846 46.738427 193.550600 
95.592773 39.368905 189.918833 
144.766529 32.868680 172.973783 
104.948705 47.069530 190.287561 
147.495550 41.749669 183.822301 
86.274002 45.731466 206.309189 
89.352113 49.967960 155.737990 
111.546708 39.909465 199.828460 
91.681935 48.289333 215.712716 
100.337467 51.455216 216.042500 
108.213077 52.064376 212.830367 
104.406281 57.670701 182.899009 
91.870479 50.112968 240.021633 
97.670317 39.079068 197.055130 
125.892745 43.739063 221.922397 
89.476555 45.506110 179.956187 
105.880363 42.324226 184.854588 
84.780664 50.736228 215.502921 
65.197910 52.779854 192.908145 
113.196221 37.965295 143.757784 
87.491835 42.082900 216.255552 
100.271007 65.909377 200.090390 
115.649505 21.981433 193.946045 
95.211833 51.969375 213.340567 
103.167196 59.505595 213.527332 
93.986946 43.997517 197.853251 
99.093126 50.802356 191.189483 
99.004358 43.196711 230.957382 
91.773839 39.455802 197.520866 
93.553442 36.422390 195.262130 
79.116899 42.590945 189.756579 
89.161112 61.131082 177.554142 
115.919498 48.925742 199.254355 
121.486801 23.991776 191.285368 
126.972026 32.417237 225.000161 
114.812376 43.604572 161.752997 
145.153643 40.338010 182.746006 
97.542076 55.695988 214.201260 
122.866866 66.323397 202.642283 
98.069010 60.752918 206.320452 
103.135806 34.334356 203.400818 
96.012041 47.233095 205.183358 
114.338402 43.640759 234.538525 
91.098930 62.948100 206.038688 
74.157127 57.830990 234.326005 
118.457362 46.867016 229.195696 
101.825650 41.759358 201.553657 
113.455700 73.920565 118.578965 
113.496306 56.153026 213.262074 
125.994496 51.441676 214.965042 
96.221880 44.050887 193.680064 
104.582204 40.925195 157.698991 
86.415262 78.556723 204.329700 
110.410578 35.074101 217.142108 
103.264950 56.628942 190.156492 
147.105077 39.298749 149.025315 
89.561721 55.879540 186.874309 
99.323958 58.683585 183.640016 
90.363389 60.795977 216.899850 
123.171689 46.218899 228.946038 
138.172756 67.516779 185.828313 
138.129329 30.691880 202.567221 
114.353375 79.504300 184.556147 
101.542389 40.857535 192.444285 
114.922801 56.933761 203.636710 
94.617179 54.024664 194.453044 
71.267814 24.869228 231.252958 
102.927084 52.356135 204.250121 
90.319346 68.505230 165.780210 
122.493218 34.999960 259.180913 
121.035373 50.043507 187.501382 
99.664615 45.038918 195.096340 
99.438533 74.542130 189.480596 
87.395491 48.952201 181.906059 
118.720397 45.443204 205.224145 
53.635160 86.955214 212.346368 
108.747872 76.056657 129.431348 
104.946150 68.892105 211.117043 
82.978905 49.030011 195.329445 
89.480044 48.300479 206.927380 
112.620390 34.143729 130.573685 
101.871995 40.669735 196.045580 
92.732172 67.575654 189.932895 
132.401178 40.714256 227.922923 
116.523682 34.932410 152.850459 
103.449230 50.978674 202.064855 
112.336047 68.584690 167.595963 
103.100110 44.972723 216.155158 
102.828236 53.513461 223.552321 
97.811373 52.946568 211.757778 
192.353255 15.831081 265.256525 
99.500768 71.514062 116.739114 
105.161946 56.933642 162.974048 
93.335082 62.578735 223.352470 
110.898074 95.907595 237.450507 
116.405090 62.175956 233.930813 
128.955646 57.490495 212.301813 
120.252786 68.500923 185.819748 
69.843278 79.076096 212.106868 
99.024137 54.283284 200.871288 
110.047692 53.299703 214.660198 
65.789243 65.502593 220.492749 
142.608213 57.264124 218.984736 
86.280330 46.305488 226.332130 
89.149426 35.067230 193.537643 
98.240889 40.759672 222.946472 
96.045187 49.242591 198.021135 
110.638328 39.616474 218.259189 
103.651363 51.416867 230.262005 
85.073938 51.424335 210.052100 
168.826053 16.069317 195.696639 
88.147080 53.093780 212.244023 
100.438692 56.665838 180.427216 
75.932782 56.043741 217.715469 
94.044429 60.897092 192.384456 
91.262810 62.615700 193.202169 
80.847409 48.167947 180.841275 
106.756807 19.932618 138.142202 
120.761288 46.310794 233.654003 
105.466867 60.820989 192.633558 
94.990592 54.581474 205.871947 
89.316629 46.060335 159.192346 
112.149060 64.701219 199.584658 
67.139740 60.869897 174.793465 
112.585960 55.749945 213.101729 
81.034282 49.296593 199.273677 
80.074021 40.653379 138.516090 
116.364321 39.192267 224.871989 
95.074628 47.451587 230.290899 
102.066568 52.384748 202.479305 
114.054361 51.010684 210.354487 
109.522787 70.657336 224.461992 
91.261484 44.372369 194.551356 
175.574495 74.676114 195.470277 
114.297135 74.216341 217.055069 
98.332651 65.659343 210.022492 
97.626857 50.577027 200.785618 
100.429055 48.310083 213.980737 
100.103328 54.157296 207.704049 
96.673811 46.000039 217.306831 
102.311721 88.838273 265.472499 
94.536332 59.856077 201.766466 
97.851526 56.357051 201.655554 
102.499765 48.174949 197.287085 
97.996854 30.890687 196.317717 
129.688352 18.263273 144.328289 
107.751366 50.160959 206.756572 
107.592632 40.476604 195.807641 
110.562052 71.285357 223.592819 
103.712492 49.862423 199.267501 
73.492027 57.613705 228.727530 
113.662014 55.633475 221.210054 
111.320154 45.469377 225.763789 
104.873467 45.467634 184.550528 
95.795836 57.922665 223.135567 
89.090111 45.463375 172.351088 
110.134169 43.007397 228.573908 
82.848135 47.485196 188.986603 
121.369997 42.790616 261.029364 
93.474667 54.423051 197.965540 
65.695999 44.130274 210.243796 
87.764262 38.298893 167.700963 
98.711270 50.721286 195.820020 
89.453471 43.487455 217.593828 
197.463620 58.402983 183.744076 
95.566869 55.547284 223.381372 
96.495673 56.576257 219.979591 
94.255961 52.078754 201.660989 
82.547737 31.076128 209.992670 
95.212678 46.495239 178.005337 
93.634176 51.228493 209.846756 
151.056115 11.613530 311.682779 
112.608698 71.550502 256.500330 
132.863506 59.248069 210.330950 
99.026452 66.739777 187.492142 
101.466223 44.393327 179.252593 
111.372188 60.599129 208.258263 
146.111328 35.405283 171.476620 
106.707182 44.020637 208.585189 
91.017528 56.746573 186.011481 
111.886367 55.029943 180.463489 
94.052072 46.414951 177.151264 
112.811138 77.210974 80.134470 
164.899438 85.470702 196.752520 
109.466038 34.569664 198.783013 
79.878486 47.589291 173.880885 
105.864351 88.776463 241.627360 
137.202165 41.525175 204.835098 
104.348365 51.618747 218.781184 
116.351929 37.106067 235.934778 
92.946343 65.336107 201.669034 
95.057048 73.358478 205.013753 
79.214379 50.599419 209.179344 
109.873483 51.448461 96.776740 
135.141927 48.250928 207.992647 
128.667980 53.523552 168.625904 
100.050337 44.225770 243.910196 
104.432789 50.083376 214.052899 
89.840006 56.502899 209.283550 
86.436355 41.830349 177.385480 
126.070242 60.993254 196.745850 
166.883526 71.558844 217.105652 
83.471987 45.483014 188.980068 
84.933157 52.120297 184.844370 
96.420705 44.608739 197.989941 
131.519032 49.287313 223.911476 
100.637551 61.389743 252.175263 
112.165297 55.680755 190.448670 
106.635072 54.476311 228.221397 
100.860617 52.585204 176.309287 
104.245650 45.148457 199.638312 
87.443489 59.193533 219.766675 
124.925212 43.920042 168.335912 
165.740778 79.889608 148.736467 
99.673293 58.410996 214.593861 
112.061219 57.435909 209.183830 
112.472806 46.516970 219.030398 
99.062661 45.113088 215.674549 
85.828032 59.973810 156.538117 
107.981603 41.451073 182.142790 
109.728915 48.456015 195.983538 
114.652855 50.996619 208.335340 
80.971087 48.016475 217.905328 
126.714644 38.581905 231.457683 
129.914774 57.696584 286.382650 
114.839471 39.205252 221.422824 
94.668318 48.259954 223.824028 
95.166146 59.643831 222.600693 
92.983257 43.035449 234.190186 
113.266590 40.372299 254.344852 
124.386497 75.563266 232.109157 
101.587587 38.551318 290.090909 
91.990592 52.110902 191.641105 
89.835325 41.323322 212.978038 
104.442783 50.324930 190.961799 
97.544877 25.222112 259.975464 
110.744187 45.914101 212.405404 
89.948235 58.545276 199.107988 
126.088402 69.511429 219.632785 
121.176643 37.026376 230.234030 
93.178043 48.212854 189.103887 
56.767338 75.026621 166.396059 
86.654896 46.747656 202.303480 
102.428739 43.427991 199.908234 
117.666921 65.597357 188.326838 
117.844960 37.446965 205.177970 
110.689259 82.294726 252.149779 
115.240589 49.362096 251.063428 
125.721593 43.026012 221.884980 
103.883087 32.759705 197.267187 
122.940981 49.226780 211.189102 
120.504465 54.651139 211.461708 
102.381130 54.062702 202.997683 
120.192312 2.255742 293.764749 
127.272823 34.640326 279.142874 
130.037696 58.017037 205.057566 
96.328075 95.060273 247.412300 
185.204252 62.813688 233.457718 
114.986361 46.455085 222.033942 
66.965296 18.273947 145.502501 
119.807555 45.923797 204.475148 
130.790908 61.695394 191.848790 
101.718794 53.051327 203.019979 
92.965569 59.010704 202.183562 
98.543307 51.474971 200.667106 
71.123308 31.219248 127.897258 
48.865880 92.441243 161.973375 
112.261656 82.777252 196.283856 
90.467319 48.416429 210.752060 
108.084161 40.509787 206.910433 
112.383796 65.696710 234.030568 
91.263973 54.202978 200.799034 
112.784859 41.826286 205.955954 
87.425634 54.211110 175.250701 
101.765335 73.275063 224.845331 
100.689858 50.688948 191.590160 
98.441522 58.637755 194.886607 
102.521915 47.350579 209.754919 
120.034143 53.416590 233.604783 
73.675427 47.642471 190.866575 
109.052544 44.456681 222.909557 
143.793686 44.580153 259.104578 
114.936743 40.070895 225.161641 
104.743894 47.275259 191.302470 
94.896410 54.029865 201.713228 
96.206128 28.375165 205.246578 
96.391936 37.856966 149.717945 
104.374598 57.242135 235.297276 
35.636254 67.671417 192.342033 
87.711878 45.209052 196.128586 
88.207117 61.577397 200.526530 
111.348398 6.695310 167.824438 
53.263760 32.306073 184.624760 
110.506659 42.125562 221.113841 
86.950086 51.635855 205.736667 
95.452529 46.641005 218.155185 
88.400527 48.555303 225.771914 
87.202333 45.117850 219.828153 
74.897686 38.180022 187.201934 
89.290409 55.471002 248.347597 
95.584593 55.399016 186.247254 
91.753787 39.986100 186.943706 
109.533019 53.083014 229.887637 
68.522911 40.083036 230.787962 
139.974829 53.499700 201.741964 
103.387475 43.653324 232.148099 
99.810066 68.610397 181.009281 
115.876433 48.243007 215.290077 
135.828214 25.000200 223.216196 
97.835855 40.063053 211.923331 
92.718822 63.665820 194.576191 
158.235391 66.103273 211.905686 
80.403304 54.332700 227.709323 
109.492033 61.288353 218.709029 
128.740264 43.459285 214.009304 
94.781089 49.798923 207.500025 
75.011476 56.919725 250.501871 
96.471387 41.773832 220.763569 
100.375553 56.558969 184.630949 
72.242491 52.280271 193.824270 
94.621799 65.240174 202.116452 
79.074937 63.078267 216.803727 
102.111796 44.150365 232.694423 
92.526408 53.522316 213.427783 
115.885975 57.795917 206.188922 
101.151944 44.026360 212.010779 
171.472490 8.380944 256.257221 
100.160984 44.829348 197.557609 
89.300464 50.623275 196.113256 
104.282486 66.354567 187.192367 
102.787726 57.781410 182.380391 
92.087680 36.975639 199.601081 
111.729761 49.156947 201.805930 
100.476796 41.083287 189.324267 
113.900989 56.874342 233.984089 
113.637149 60.149227 191.178687 
88.467685 54.621810 232.914817 
102.937189 60.770707 168.640959 
132.039112 32.743196 241.496821 
91.539524 56.238075 211.232767 
106.892160 42.057753 228.082895 
100.651909 35.278792 197.552567 
101.428437 53.959185 193.252207 
84.914301 60.554289 191.241572 
81.360597 58.164525 246.116462 
81.003583 58.328324 184.699476 
86.401748 50.705401 201.517843 
93.717258 45.509440 194.669922 
133.224789 50.947367 239.110972 
89.040203 70.855094 233.034786 
144.326967 52.362252 214.106360 
108.348551 71.406132 158.673784 
132.238142 51.055481 238.342685 
135.167004 60.904585 281.525049 
101.213986 52.752543 196.217270 
96.047723 52.716688 229.497758 
124.083983 63.871665 191.672740 
128.877702 42.964527 233.765051 
120.740215 52.347116 213.293896 
138.657090 69.211656 147.668308 
99.884328 60.565918 216.871280 
92.212738 54.406151 195.622184 
107.206042 45.200002 152.228869 
122.888909 30.230934 160.920167 
109.259691 44.258425 225.135128 
108.645265 96.686305 244.067771 
97.499068 44.313881 223.556158 
105.914127 40.706032 190.632500 
112.728148 63.335972 198.986722 
84.800841 37.833823 217.173850 
116.089510 46.919242 222.745414 
97.185165 47.276650 198.749886 
89.023670 49.025254 240.215408 
103.597855 51.816495 200.919914 
112.893340 20.016903 175.500109 
89.908659 42.579733 174.793084 
47.017420 53.702992 224.886291 
88.722298 29.255440 219.958232 
100.520642 57.077902 192.363110 
138.045311 90.413347 236.028720 
107.979858 52.151596 187.511217 
98.170418 56.391603 203.832937 
143.584667 32.258087 172.192460 
95.753304 56.358360 194.810237 
116.501402 78.197276 149.783967 
113.090442 49.775851 186.938777 
103.780940 49.515157 187.354781 
98.910859 53.116853 206.691406 
89.571156 54.112063 219.148291 
84.359956 66.926062 187.122636 
109.786979 37.432056 196.439177 
120.309090 42.226395 216.621606 
109.443000 51.310861 220.767878 
94.118412 60.893317 210.800997 
117.737683 42.269603 234.796994 
93.333159 42.839199 202.160860 
129.581428 35.334054 155.083575 
104.777545 37.526290 215.558721 
119.131014 39.279317 225.749312 
101.025024 53.092401 208.020782 
101.795096 52.788479 204.384689 
92.303457 59.966316 205.671238 
101.024743 61.603552 229.541615 
104.773585 45.155621 207.175278 
107.401685 45.219488 189.064213 
84.350927 63.761494 198.960324 
98.174836 53.482353 202.527866 
76.478724 54.536740 243.229034 
113.277234 63.016962 213.689479 
101.019937 46.961923 188.817388 
105.612749 54.124309 186.150432 
91.549320 57.634631 161.460072 
115.020856 57.497800 187.477793 
77.241239 42.965697 222.647379 
113.340700 55.431504 203.331636 
97.083125 47.865515 221.016282 
100.604900 60.204335 199.578510 
95.051525 55.656747 206.289522 
99.427757 37.140510 224.835076 
96.488745 80.947449 171.484456 
128.409437 54.657392 156.763605 
92.780535 67.257695 209.157680 
158.192848 66.799608 156.881664 
100.661692 50.461946 198.534083 
139.639455 1.864306 145.256006 
91.264968 42.455980 194.994738 
79.526344 38.284974 220.785690 
84.718859 64.610076 235.915757 
94.178031 52.620516 224.491629 
89.490774 55.092893 197.996646 
99.343202 60.874450 240.683083 
92.612156 55.970242 193.410431 
155.115430 87.398967 253.973550 
131.252785 38.287532 253.536208 
98.413148 46.321343 202.265789 
114.791471 31.786100 236.428519 
123.709746 46.960025 233.138976 
91.068952 52.658434 180.615095 
127.169259 22.433949 221.972938 
106.121138 65.658583 198.670280 
107.891639 50.285381 196.416653 
99.861718 50.733910 231.834214 
95.590609 38.603864 182.890912 
104.229203 65.467981 192.411139 
108.413340 54.100489 211.448033 
93.575969 41.136777 207.632961 
64.856105 34.075701 189.978500 
93.594149 49.582097 125.672750 
111.556083 46.443001 200.653687 
109.669048 64.359802 204.881924 
97.268105 48.740480 201.326868 
175.682107 43.382227 202.054564 
96.487409 48.348016 227.000036 
100.370261 39.361432 179.509404 
105.868314 66.316491 201.203330 
111.722755 38.996789 164.395275 
93.772480 56.364412 206.863266 
96.991231 58.714552 194.979296 
78.649794 52.664376 200.593513 
97.582244 43.333541 209.392207 
98.918994 30.201433 217.228070 
88.468082 52.764358 180.101715 
91.985889 53.045140 211.004007 
92.783682 76.168706 234.397838 
112.822739 47.100171 199.994356 
101.620919 51.505187 209.617383 
117.051374 23.292021 195.071897 
95.927590 54.121598 210.362242 
100.375624 51.137307 200.292494 
101.948549 50.917029 202.002376 
105.676815 36.173192 179.337762 
94.862080 65.449576 205.230629 
102.747723 52.219116 218.699419 
98.259857 45.762732 207.598751 
93.349220 43.879505 182.027487 
94.774039 62.689972 209.688895 
76.403394 49.353792 122.229822 
81.555982 51.455471 170.039069 
86.915448 64.231408 190.156875 
105.292349 38.800649 186.056765 
97.327222 44.597096 213.313657 
113.110776 51.635248 192.000046 
73.124002 53.713727 190.970844 
145.914449 55.163691 202.095544 
75.241193 74.901349 188.392903 
125.868105 55.168723 203.873349 
99.311046 48.937266 198.480291 
94.251340 49.424054 201.404395 
62.217243 27.581978 177.769846 
102.185208 42.359378 240.488151 
101.456808 52.476939 218.058060 
101.501575 59.076516 208.165999 
118.185937 55.015179 214.508809 
99.610991 43.105683 194.449710 
112.794331 44.229348 205.778586 
102.266463 43.984163 201.228650 
107.689686 41.831265 187.140661 
93.010988 87.773789 196.441485 
142.814041 48.007935 236.665382 
117.492745 54.646203 212.470194 
81.565091 30.471447 189.607132 
100.603950 73.687249 155.220827 
92.122366 39.805762 183.663409 
104.698749 35.918459 220.967169 
68.664955 62.168192 174.128765 
63.442395 18.347392 166.057196 
86.697676 43.341065 215.006703 
110.399958 57.941728 176.451355 
34.404008 45.297157 191.762332 
96.112952 60.728357 202.761758 
72.183011 37.016074 187.739137 
94.496429 40.648337 236.021724 
104.438869 49.509265 204.148188 
116.266031 55.311196 214.979177 
107.672330 59.017401 191.021657 
90.701017 53.674945 220.620897 
100.597583 46.489435 216.368733 
96.107089 47.526724 198.522547 
105.531551 34.361201 240.498126 
89.279412 65.438759 197.518292 
133.135724 63.714660 259.809386 
100.569857 56.598285 206.801067 
100.989734 40.645093 234.099850 
101.909009 56.376919 229.917378 
111.357565 53.219405 206.398483 
85.988463 50.794325 204.835331 
99.680304 22.939936 94.848984 
78.333116 59.123953 166.031220 
119.425918 70.146227 147.615136 
99.454758 42.868898 211.534155 
106.793128 38.474161 222.324952 
98.594829 48.535497 213.562214 
101.091941 50.100727 201.826666 
98.314794 52.622780 208.913019 
92.097752 50.974242 213.897150 
107.979990 41.439432 206.085924 
76.504607 63.761853 174.126668 
82.968587 64.500850 186.605853 
91.750070 62.527208 172.658883 
106.456245 52.301956 215.854654 
108.159399 59.623761 240.733203 
99.626498 53.395655 218.762053 
95.433350 53.813945 208.058135 
96.429168 50.939091 206.248002 
48.808505 56.750589 233.011748 
82.006573 55.697039 254.050788 
89.618225 53.597224 194.645409 
112.649178 67.810921 168.595408 
87.849765 43.280199 203.536258 
107.015644 38.106192 216.149330 
98.112728 50.913080 214.203989 
96.407149 48.100541 202.088697 
88.078147 40.356490 204.415278 
79.699696 50.466929 202.312680 
149.554252 19.620517 154.345315 
96.930895 58.918705 207.589888 
104.191986 55.575742 205.935971 
82.995500 52.222124 180.301293 
77.666030 66.477563 172.561662 
99.394383 43.781605 187.177235 
98.683141 52.402696 199.534047 
124.050219 65.268450 199.880017 
106.134206 57.975569 202.182769 
98.761052 50.182012 200.175474 
89.166929 36.903746 141.725949 
126.181764 23.362746 171.680545 
116.561770 35.639748 199.605562 
114.034142 48.601115 203.656741 
90.946771 57.751921 201.430957 
99.297222 56.188149 176.055651 
14.169629 49.508050 170.922297 
109.516513 46.883446 183.494562 
93.545743 55.245158 220.408871 
100.756402 65.301619 195.222037 
99.450251 58.295291 199.368313 
88.436993 58.264031 216.883883 
82.947676 46.574812 207.721028 
60.516589 53.367538 204.994800 
111.622389 51.615533 214.564820 
108.349168 72.791872 179.945160 
83.214380 49.295355 175.313553 
87.623784 39.060497 196.063054 
58.617585 29.756229 185.815461 
128.007536 65.764322 184.831350 
88.717193 75.807962 244.245612 
104.296051 64.668096 204.537467 
111.466074 55.662260 207.744549 
89.574083 59.679136 199.836214 
120.718269 45.389481 220.191670 
111.549516 27.134891 203.768043 
82.595666 51.049348 301.179069 
111.358285 42.676525 214.605182 
70.826445 61.135823 193.483101 
90.009171 38.633208 192.993108 
69.359336 32.183779 190.822975 
115.859910 51.098996 193.170973 
45.205273 68.055974 225.564840 
97.905895 60.654529 227.182691 
102.929978 58.184454 208.655720 
85.302706 36.219443 236.941746 
76.277062 55.219413 143.885300 
88.533077 63.947651 188.051651 
80.370048 59.805377 167.993430 
86.598535 43.676564 211.755159 
94.447290 49.130376 220.694830 
96.694831 60.398081 180.357017 
129.960142 2.806807 217.330798 
104.310611 56.276064 195.312118 
34.231936 49.002970 161.615055 
101.189956 55.045934 199.772458 
86.692671 63.266607 155.723019 
103.164483 50.939279 220.465097 
127.340549 57.060736 220.874712 
144.106425 48.718437 193.196172 
98.518123 57.105116 154.559010 
103.739386 15.725834 218.163087 
74.984661 43.828336 152.967461 
81.917809 53.690171 167.024364 
113.310375 31.881503 194.801165 
96.613255 41.951492 236.777758 
69.501936 70.260992 212.961036 
88.932840 58.623020 184.323781 
71.923167 48.023721 155.070840 
